txId,userId,amount,currency,timestamp,merchant,category,location
972e179c-9f77-4397-bbc1-4208bcea1382,501a8925-3730-46f0-b974-6723d1fa4429,50.3,USD,2026-06-01T07:35:00.000Z,Delta Airlines,Travel,"New York, NY"
1bcb58dd-0316-4464-aadc-8a028df49aaf,f54ce4d7-e5bb-40df-b53f-b494a711e48a,151.26,USD,2026-06-01T07:52:00.000Z,Olive Garden,Dining,"Atlanta, GA"
d6c344c1-51bb-464f-9dfe-2bbe157d6767,3811aae8-66f9-46f3-8c19-476ac2a8f8aa,104.67,USD,2026-06-01T07:53:00.000Z,Target,Retail,"Chicago, IL"
7e1839e4-2f77-4479-b86b-2b66023fcb49,88671cc0-75ba-476c-a1ed-11109a99ce8d,46.33,USD,2026-06-01T08:00:00.000Z,Best Buy,Retail,"Denver, CO"
6f3eebbd-dab3-4f71-b9ff-214373b6d2b9,c2970d04-8e95-4d6a-9036-bfca08d0c09b,81.19,USD,2026-06-01T08:03:00.000Z,Costco,Grocery,"Chicago, IL"
8a5cc83f-6187-4ed7-9709-5416974ba8ce,08743871-4ec1-4d38-92de-a11cc45d94fe,39.32,USD,2026-06-01T08:10:00.000Z,Verizon Wireless,Utilities,"Chicago, IL"
693811a6-e8e9-4ca3-a309-714d66a61be4,ea0adf86-91fe-476b-bd6b-e0ecda9216a3,31.86,USD,2026-06-01T08:15:00.000Z,Target,Retail,"Miami, FL"
ded6dfe6-6c63-41f6-9a32-a620415a785c,35c627f3-d9cd-4a94-9ac8-17dd62fd368b,62.04,USD,2026-06-01T08:17:00.000Z,Starbucks,Dining,"Boston, MA"
ca396b42-c394-4123-b14a-d0d36ae2f8da,88c21214-8b0f-474a-939a-05c02cb96aaa,21.93,USD,2026-06-01T08:27:00.000Z,Uber,Travel,"San Diego, CA"
9e34498d-6fa0-43f9-926d-3905b726b778,aebe23b4-073e-488a-ab9f-baf0b7958c24,64.94,USD,2026-06-01T08:36:00.000Z,Amazon Electronics,Electronics,"Chicago, IL"
03ea24ae-279a-4a50-96ad-052b40099e8e,f0eb0c8c-693c-44d3-83b1-cea1d01dba9c,129.15,USD,2026-06-01T08:36:00.000Z,Apple Store,Electronics,"Portland, OR"
7dbf776c-7873-4c98-88a6-98188a79fd27,ae71aa22-5cc5-428f-b147-27b7354401d0,33.25,USD,2026-06-01T08:48:00.000Z,Chipotle,Dining,"Austin, TX"
77eb5316-0e7f-4149-835e-f1f8d2d80999,7d348482-da58-4550-b368-0acafe1c24fd,89.99,USD,2026-06-01T09:03:00.000Z,Walmart,Retail,"Atlanta, GA"
27776154-6572-41aa-92c0-eb4fc4883501,7583612c-2e4e-4374-a9ea-101412333b65,83.73,USD,2026-06-01T09:06:00.000Z,Marriott Hotels,Travel,"Atlanta, GA"
dffbd97b-0851-4225-ac04-7eb181c6d2c7,4574aef6-3810-47a1-9116-0659160dcbbc,100.85,USD,2026-06-01T09:11:00.000Z,Local Cafe,Retail,"Denver, CO"
2eb5a566-d5ed-4ea8-96d6-876bb6e54f3c,94908ed0-a5cc-4e3d-93f0-51ded1bb9a78,44.42,USD,2026-06-01T09:13:00.000Z,Local Clinic,Health,"Boston, MA"
8aaa75c7-31f0-4783-9e42-a1021026125f,94908ed0-a5cc-4e3d-93f0-51ded1bb9a78,74.81,USD,2026-06-01T09:15:00.000Z,Walgreens,Health,"Boston, MA"
7974f3a1-b083-4cbb-92a0-1fd8a0cf3061,37cada50-0fa2-47ef-9083-46955a0c8ebc,22.18,USD,2026-06-01T09:17:00.000Z,ConEd Electric,Utilities,"San Diego, CA"
1f1839a3-aa9d-4382-ae20-1d902acb35ca,d42e7b9e-e804-428d-ba7d-0969fd061d36,38.35,USD,2026-06-01T09:44:00.000Z,Olive Garden,Dining,"Boston, MA"
3b7c3a9c-5455-42d4-a48e-638c9c5dcfd3,e84dcf25-24f9-4d80-9ce3-7144a88a9afe,34.15,USD,2026-06-01T09:44:00.000Z,Steam,Entertainment,"Austin, TX"
bb1e2d7a-3ce1-4a66-9a8e-3d881a645182,4e776314-f9b4-4be1-b588-431f63e34234,23.05,USD,2026-06-01T09:46:00.000Z,Trader Joe's,Grocery,"Chicago, IL"
a04c792e-a8a4-41a5-921c-3677ae81bc30,81da99c7-b910-4049-832c-87854510b9e0,23.14,USD,2026-06-01T09:52:00.000Z,Verizon Wireless,Utilities,"New York, NY"
2356060f-de89-4da3-88cf-099081534a52,cf3a49ea-0d8f-4875-8adb-b5dc38dc4037,31.86,USD,2026-06-01T09:57:00.000Z,City Water Co,Utilities,"Portland, OR"
099feac7-8201-48de-9fd8-f5cbe220022a,4574aef6-3810-47a1-9116-0659160dcbbc,104.05,USD,2026-06-01T09:59:00.000Z,H&M,Retail,"Denver, CO"
cde8cf75-ff4d-4ff9-95b6-4f36e19be1d4,c2970d04-8e95-4d6a-9036-bfca08d0c09b,71.44,USD,2026-06-01T10:03:00.000Z,Airbnb,Travel,"Chicago, IL"
99702d3e-2342-4b53-86e7-3fade0ff5707,87b08a44-b1f8-4b41-8180-d84a05369205,37.24,USD,2026-06-01T10:04:00.000Z,Best Buy,Electronics,"Miami, FL"
2352eb3d-f068-40b6-b965-5ef91d8a9916,ed8bf1e5-f3c2-4e39-aa9d-5d655601cc7e,66.36,USD,2026-06-01T10:06:00.000Z,Whole Foods,Grocery,"Seattle, WA"
9a2a53a1-388c-4667-bbc7-24e363d1f0ef,c2970d04-8e95-4d6a-9036-bfca08d0c09b,121.04,USD,2026-06-01T10:10:00.000Z,Best Buy,Electronics,"Chicago, IL"
babf782f-8f88-4706-996b-0a50b72fcd17,972d2c29-5548-4168-a51d-309fe045d397,40.33,USD,2026-06-01T10:12:00.000Z,Best Buy,Electronics,"Denver, CO"
d393b148-80e8-4d36-84cd-6be2b7679d0d,08743871-4ec1-4d38-92de-a11cc45d94fe,27.63,USD,2026-06-01T10:14:00.000Z,Spotify,Entertainment,"Chicago, IL"
4dcc6767-a329-4959-bf26-5f65fe88b9fd,e557fe7b-8ea2-4e36-be21-5ffe41c913f2,76.24,USD,2026-06-01T10:16:00.000Z,Apple Store,Electronics,"Denver, CO"
b1290d1a-eebb-41b4-82d7-6342dd9c6048,d2b51847-f128-45d1-bde8-027e99c12694,72.05,USD,2026-06-01T10:18:00.000Z,AMC Theatres,Entertainment,"Austin, TX"
ff787314-503a-4384-9701-c5252e91c30f,1f60b388-b07c-485d-92ff-66ce27088ba5,15.98,USD,2026-06-01T10:22:00.000Z,City Water Co,Utilities,"San Diego, CA"
20a08b2f-5d2b-4a4f-9b62-2b7110acc4bf,f686bc3c-e5d6-4134-8b50-02dcd96c159d,45.75,USD,2026-06-01T10:26:00.000Z,Uber,Travel,"Miami, FL"
93e7aa22-6887-440d-8e05-d002abc1a129,e467227a-4f15-4a5a-aa85-9d6f81bac058,82.1,USD,2026-06-01T10:29:00.000Z,Whole Foods,Grocery,"San Diego, CA"
17e9eeb4-4d6c-4a98-8dca-dbf136deeee9,a319ef3b-d628-403d-b2d0-13c91e4df1fb,62.95,USD,2026-06-01T10:29:00.000Z,Uber,Travel,"Austin, TX"
abcc2943-1118-4269-9f26-c87fd8b99893,e467227a-4f15-4a5a-aa85-9d6f81bac058,110.57,USD,2026-06-01T10:33:00.000Z,Steam,Entertainment,"San Diego, CA"
b1c095e4-d8ad-494a-a455-37fdeca67a09,d95226ef-4b58-497c-9653-7d8197880204,51.78,USD,2026-06-01T10:34:00.000Z,Local Clinic,Health,"Portland, OR"
33b9ad98-e580-494f-8962-18aa0f4c86e3,11f20eb4-e07b-4fe5-8ec7-a4404d10e8ae,19.25,USD,2026-06-01T10:37:00.000Z,Marriott Hotels,Travel,"Boston, MA"
70e1754f-967e-491c-8428-ca659b37f86f,4574aef6-3810-47a1-9116-0659160dcbbc,145.0,USD,2026-06-01T10:41:00.000Z,Trader Joe's,Grocery,"Denver, CO"
ec98703e-1555-4eda-afbc-a9142fceb2cb,a319ef3b-d628-403d-b2d0-13c91e4df1fb,36.95,USD,2026-06-01T10:47:00.000Z,Local Grocer,Grocery,"Austin, TX"
21a5f219-fa1e-43c1-a50d-4467232fe43c,1f60b388-b07c-485d-92ff-66ce27088ba5,13.05,USD,2026-06-01T10:50:00.000Z,Walgreens,Health,"San Diego, CA"
969104c2-129e-46b8-b888-1cacb1e1262e,e557fe7b-8ea2-4e36-be21-5ffe41c913f2,60.01,USD,2026-06-01T10:52:00.000Z,Walgreens,Health,"Denver, CO"
a8e71123-0fe0-494f-9767-bbbb25e73543,4574aef6-3810-47a1-9116-0659160dcbbc,110.86,USD,2026-06-01T10:53:00.000Z,Target,Retail,"Denver, CO"
7a273e58-a58e-448b-bc85-fbad699ad2e1,1ea156b5-5f14-409c-bf1b-071ba56d69eb,90.82,USD,2026-06-01T10:53:00.000Z,Netflix,Entertainment,"New York, NY"
1bc4e7cf-186d-4dbf-ac2d-ebaa4c773624,26389fcf-26b9-4a9f-bc40-99896a12bd2c,28.63,USD,2026-06-01T10:53:00.000Z,Local Grocer,Grocery,"Atlanta, GA"
130e8c62-127d-4b62-87ba-249ad61ffe0b,99a4bd37-8790-40db-a577-58571ddb9117,86.85,USD,2026-06-01T10:55:00.000Z,Marriott Hotels,Travel,"San Diego, CA"
eae6ecfa-b1ad-4bd3-9b2b-9fd31d2ea71a,1f60b388-b07c-485d-92ff-66ce27088ba5,21.9,USD,2026-06-01T10:55:00.000Z,Amazon Electronics,Electronics,"San Diego, CA"
35b1a701-b82d-4918-9589-6a6e7cafa4be,88c21214-8b0f-474a-939a-05c02cb96aaa,18.99,USD,2026-06-01T10:56:00.000Z,Marriott Hotels,Travel,"San Diego, CA"
e8af1734-73bf-4af9-8ff4-d31c502d0228,66be6217-9fe7-4089-94cc-0fd0d0c801b3,34.04,USD,2026-06-01T11:02:00.000Z,Marriott Hotels,Travel,"Miami, FL"
2819c4d1-b836-4626-93da-c56afa3fc5f7,c98b2c80-6dc3-4c2b-9ab6-9154226df535,99.15,USD,2026-06-01T11:03:00.000Z,Local Grocer,Grocery,"Chicago, IL"
90cc63c2-ae52-4120-94d0-63b7c362ef72,0bc51f3a-96d2-4ecc-a21c-121f5bd10b32,51.05,USD,2026-06-01T11:07:00.000Z,Olive Garden,Dining,"Denver, CO"
b7bbff1e-dd0a-4889-b4c8-47b31568a54d,31690bee-60c0-430a-b06c-817d7f663792,134.76,USD,2026-06-01T11:09:00.000Z,Netflix,Entertainment,"Portland, OR"
4af2cb7e-6271-4946-a372-5e20e145913c,5e0b67a4-180e-40c3-bc89-61634173593c,56.14,USD,2026-06-01T11:10:00.000Z,Walmart,Retail,"Seattle, WA"
efbb1008-0a39-4e39-a8c1-6cc121e9a8b1,0dbf47ec-ae86-4ec9-98e6-591cb6788fb7,19.9,USD,2026-06-01T11:11:00.000Z,Local Cafe,Retail,"San Diego, CA"
257c012d-49c5-4aac-a61b-5c71e719835e,d150472a-503f-4caa-b4bf-4f58ef7e491e,80.96,USD,2026-06-01T11:12:00.000Z,Amazon Electronics,Electronics,"Seattle, WA"
3be09275-f32a-45ac-b2ca-d41adbdcc247,f26de814-d566-49b3-b350-1341a05d314c,24.32,USD,2026-06-01T11:17:00.000Z,Trader Joe's,Grocery,"Austin, TX"
75119e8d-260b-4fd5-a790-cc894774ed8e,b305a42e-7219-421d-a20c-d246bc318082,19.51,USD,2026-06-01T11:18:00.000Z,Olive Garden,Dining,"Seattle, WA"
4f49a60b-b173-4e3b-a845-5313a5102b33,87b08a44-b1f8-4b41-8180-d84a05369205,30.58,USD,2026-06-01T11:19:00.000Z,Amazon Electronics,Electronics,"Miami, FL"
e164e5d9-9da6-4ca4-b792-53f1a932d19d,89339503-1571-4ad7-8dc7-6232dbd8c65c,68.2,USD,2026-06-01T11:31:00.000Z,Verizon Wireless,Utilities,"San Diego, CA"
534872ca-98b5-4c96-9b76-faca8d54bd19,3ecca84c-4328-4c30-9d2c-03c3588db897,100.44,USD,2026-06-01T11:35:00.000Z,Delta Airlines,Travel,"Portland, OR"
341cae24-2703-4574-b360-db14a705b038,35c627f3-d9cd-4a94-9ac8-17dd62fd368b,58.88,USD,2026-06-01T11:35:00.000Z,Walgreens,Health,"Boston, MA"
75e543a5-d52e-4844-ade6-9fe4b03ad195,7d348482-da58-4550-b368-0acafe1c24fd,78.29,USD,2026-06-01T11:36:00.000Z,H&M,Retail,"Atlanta, GA"
911a887a-de88-4990-b758-d3ec763d62d6,3ecca84c-4328-4c30-9d2c-03c3588db897,103.68,USD,2026-06-01T11:43:00.000Z,AMC Theatres,Entertainment,"Portland, OR"
28b0c731-18b8-4a5c-925b-f9e9de318fbb,050a3c57-2b4e-4217-8a7f-896666b20e3b,8.86,USD,2026-06-01T11:43:00.000Z,Walmart,Retail,"San Diego, CA"
e7398737-d75d-4c3d-b3be-51e35e0e620a,943890ea-c3f9-4e41-a50e-541f4d1212ad,25.46,USD,2026-06-01T11:44:00.000Z,Walgreens,Health,"Atlanta, GA"
8b74530b-e6f2-4914-bf96-b0ea0ef9e26b,31690bee-60c0-430a-b06c-817d7f663792,109.08,USD,2026-06-01T11:44:00.000Z,ConEd Electric,Utilities,"Portland, OR"
0bff4e75-d64e-410c-8868-e5788b9c7446,0bc51f3a-96d2-4ecc-a21c-121f5bd10b32,115.87,USD,2026-06-01T11:48:00.000Z,Local Cafe,Dining,"Denver, CO"
6c0abcbb-5865-4c28-a65b-b4a905ef370c,d42e7b9e-e804-428d-ba7d-0969fd061d36,56.12,USD,2026-06-01T11:51:00.000Z,Marriott Hotels,Travel,"Boston, MA"
61bdc957-f7ef-4d2d-a7fd-4af2eb698876,cf3a49ea-0d8f-4875-8adb-b5dc38dc4037,40.99,USD,2026-06-01T11:54:00.000Z,Uber,Travel,"Portland, OR"
e56f9fdd-21ae-40b6-99b6-5cf75964e067,edadf139-f62c-4ba6-9ba4-eb021dac389c,42.35,USD,2026-06-01T11:56:00.000Z,Local Clinic,Health,"San Diego, CA"
e9ac110f-484c-46f0-ade5-f4cbdd79f3cb,943890ea-c3f9-4e41-a50e-541f4d1212ad,29.49,USD,2026-06-01T11:58:00.000Z,Marriott Hotels,Travel,"Atlanta, GA"
ff30eafc-3c0d-460c-afd3-6998580f2528,1ea156b5-5f14-409c-bf1b-071ba56d69eb,162.02,USD,2026-06-01T12:01:00.000Z,ConEd Electric,Utilities,"New York, NY"
6356a2aa-b24d-4907-b8a3-ff0694bdab7c,4574aef6-3810-47a1-9116-0659160dcbbc,79.17,USD,2026-06-01T12:02:00.000Z,Whole Foods,Grocery,"Denver, CO"
425cab98-63e0-47d7-b82c-90e5ab20c381,11f20eb4-e07b-4fe5-8ec7-a4404d10e8ae,7.93,USD,2026-06-01T12:07:00.000Z,Airbnb,Travel,"Boston, MA"
dc744f22-a002-419a-9146-b127df7bc060,94908ed0-a5cc-4e3d-93f0-51ded1bb9a78,70.01,USD,2026-06-01T12:08:00.000Z,Trader Joe's,Grocery,"Boston, MA"
907811d3-cd02-48cb-b5ac-cd834ee2749d,e84dcf25-24f9-4d80-9ce3-7144a88a9afe,59.51,USD,2026-06-01T12:08:00.000Z,AMC Theatres,Entertainment,"Austin, TX"
4d4e3fd0-8707-4911-9381-b10b07d1ebbd,466a7aa7-408c-4552-b7a8-8b403f46746d,72.31,USD,2026-06-01T12:09:00.000Z,Best Buy,Electronics,"Boston, MA"
2ad5b358-c23e-445d-a674-ae518c763eb6,d42e7b9e-e804-428d-ba7d-0969fd061d36,45.69,USD,2026-06-01T12:11:00.000Z,Airbnb,Travel,"Boston, MA"
29120aa3-3507-4b33-b8cf-2150e11c5217,5e0b67a4-180e-40c3-bc89-61634173593c,65.41,USD,2026-06-01T12:15:00.000Z,City Water Co,Utilities,"Seattle, WA"
0ee38333-86b3-44d3-a1e5-d4800d92704d,c45b68bc-c66a-407d-af11-e7b51a2ef93d,44.21,USD,2026-06-01T12:15:00.000Z,Amazon Electronics,Electronics,"Austin, TX"
d95fa263-d35f-468f-abae-40edf4e73709,08743871-4ec1-4d38-92de-a11cc45d94fe,49.48,USD,2026-06-01T12:15:00.000Z,ConEd Electric,Utilities,"Chicago, IL"
e372c6be-1954-490c-bd1e-6ed39339cd8e,3ecca84c-4328-4c30-9d2c-03c3588db897,84.18,USD,2026-06-01T12:16:00.000Z,Netflix,Entertainment,"Portland, OR"
7dcbc4d8-77ad-4ae9-a681-bd0269c2c5f1,e557fe7b-8ea2-4e36-be21-5ffe41c913f2,36.53,USD,2026-06-01T12:19:00.000Z,Best Buy,Electronics,"Denver, CO"
832cc57a-360d-40c3-b1d1-52a9f8d494b0,0dbf47ec-ae86-4ec9-98e6-591cb6788fb7,20.5,USD,2026-06-01T12:24:00.000Z,Delta Airlines,Travel,"San Diego, CA"
1bb4429a-8a79-42ca-821f-c7ca290fd9b4,edadf139-f62c-4ba6-9ba4-eb021dac389c,40.55,USD,2026-06-01T12:26:00.000Z,Local Cafe,Dining,"San Diego, CA"
b0e308e1-b9ab-4b85-8db4-45b70cb66e2c,3d7c5bf5-a442-4632-92e5-a11bbea62ab2,44.85,USD,2026-06-01T12:27:00.000Z,Local Cafe,Dining,"Portland, OR"
364324cc-8437-49f6-803f-23a62593fd84,d42e7b9e-e804-428d-ba7d-0969fd061d36,47.18,USD,2026-06-01T12:29:00.000Z,Uber,Travel,"Boston, MA"
aff97441-788a-4651-bd40-9c53c8c623a3,fc6da102-b705-482f-a24b-0722fa2c9ac1,152.39,USD,2026-06-01T12:37:00.000Z,Target,Retail,"San Diego, CA"
85d20505-7249-4ac8-a768-28b8871deff9,5c30b07c-f088-4554-b422-927f3d53c9d3,74.16,USD,2026-06-01T12:39:00.000Z,Target,Retail,"Miami, FL"
c3cedc5f-4e8f-4647-a646-28e87011b727,99a4bd37-8790-40db-a577-58571ddb9117,36.19,USD,2026-06-01T12:44:00.000Z,Best Buy,Electronics,"San Diego, CA"
0d20e1ab-dea6-463b-9edc-2a6181ed28f4,fc6da102-b705-482f-a24b-0722fa2c9ac1,158.28,USD,2026-06-01T12:44:00.000Z,Local Cafe,Retail,"San Diego, CA"
4971e052-9ab0-4993-91bd-844aa2176bfd,e9aaba97-fe92-42f5-8181-363d12f43756,77.62,USD,2026-06-01T12:44:00.000Z,Apple Store,Electronics,"Denver, CO"
57457664-5029-463d-b658-91924b465048,77d0db98-f386-4c2e-9f16-aef6acab4e75,20.85,USD,2026-06-01T12:45:00.000Z,Chipotle,Dining,"Chicago, IL"
4f572677-c9b4-4d63-89bb-5cca53efb640,656d8a58-8eba-4b6c-b05f-f5ac0d549f35,39.22,USD,2026-06-01T12:49:00.000Z,Local Cafe,Dining,"Denver, CO"
cff50fb8-2344-4559-ba25-167161886dd9,c45b68bc-c66a-407d-af11-e7b51a2ef93d,56.16,USD,2026-06-01T12:50:00.000Z,Amazon Electronics,Electronics,"Austin, TX"
7d9bef7a-1b20-4cdf-b91f-91bc06926911,7d348482-da58-4550-b368-0acafe1c24fd,42.53,USD,2026-06-01T12:53:00.000Z,Uber,Travel,"Atlanta, GA"
ae94435e-ef4e-42a6-b898-19ec13c5b003,e84dcf25-24f9-4d80-9ce3-7144a88a9afe,65.44,USD,2026-06-01T12:55:00.000Z,AMC Theatres,Entertainment,"Austin, TX"
c8c1d036-ead2-490d-ac7a-79a8958c6548,d42e7b9e-e804-428d-ba7d-0969fd061d36,42.72,USD,2026-06-01T12:59:00.000Z,Airbnb,Travel,"Boston, MA"
4de842c4-fcae-4965-83d6-8b44822e308b,4e776314-f9b4-4be1-b588-431f63e34234,33.24,USD,2026-06-01T13:02:00.000Z,Uber,Travel,"Chicago, IL"
b6592828-ff1e-4720-aafa-9f2cb2988255,4e776314-f9b4-4be1-b588-431f63e34234,11.09,USD,2026-06-01T13:07:00.000Z,Uber,Travel,"Chicago, IL"
4109d40a-bd81-4e1d-ab35-cd4f4ad45f36,d95226ef-4b58-497c-9653-7d8197880204,54.47,USD,2026-06-01T13:14:00.000Z,CVS Pharmacy,Health,"Portland, OR"
8515bad3-e3bf-4337-83cd-1b758b492bc9,e7126fe3-5063-475a-8605-bb37bd7174f6,21.22,USD,2026-06-01T13:17:00.000Z,Whole Foods,Grocery,"Portland, OR"
1b5b96c4-32a3-4ee0-90fd-a2392f06d6bf,0bc51f3a-96d2-4ecc-a21c-121f5bd10b32,96.57,USD,2026-06-01T13:19:00.000Z,Local Grocer,Grocery,"Denver, CO"
be3d7ac8-db85-4b91-a60f-093090aeeb07,f4280e8c-255f-42c7-a946-ec510547ebfd,26.84,USD,2026-06-01T13:19:00.000Z,City Water Co,Utilities,"Portland, OR"
e80fab49-8132-433d-9958-c437464f0f22,cf3a49ea-0d8f-4875-8adb-b5dc38dc4037,37.71,USD,2026-06-01T13:19:00.000Z,ConEd Electric,Utilities,"Portland, OR"
0c2c773a-87b3-4257-8ca5-07aba861dadc,c9e39aef-1dcf-4f43-ae62-f038867e21d9,67.48,USD,2026-06-01T13:21:00.000Z,Olive Garden,Dining,"Austin, TX"
fa25ec75-6dc3-4e1a-a55d-fa80d3bd885a,0b8b16cb-e27f-45b0-ac3a-b0c3b0024460,82.59,USD,2026-06-01T13:21:00.000Z,Netflix,Entertainment,"San Diego, CA"
b2ebd73f-2acc-4ecd-a83a-65bc376fd254,c45b68bc-c66a-407d-af11-e7b51a2ef93d,48.7,USD,2026-06-01T13:22:00.000Z,CVS Pharmacy,Health,"Austin, TX"
0261b69b-26a3-46dd-a247-1208b89ae2be,81da99c7-b910-4049-832c-87854510b9e0,28.76,USD,2026-06-01T13:23:00.000Z,ConEd Electric,Utilities,"New York, NY"
8fd04115-af0a-4597-8565-971d271c1db1,77d0db98-f386-4c2e-9f16-aef6acab4e75,20.49,USD,2026-06-01T13:26:00.000Z,Chipotle,Dining,"Chicago, IL"
2a8c50b0-28e6-4561-aac1-2272fdc105d7,f1d27a99-5b8c-4fee-8a19-6bc12bb39d00,23.6,USD,2026-06-01T13:27:00.000Z,Target,Retail,"Chicago, IL"
02aa5043-08ec-4183-9776-10123c312ff6,f1d27a99-5b8c-4fee-8a19-6bc12bb39d00,37.84,USD,2026-06-01T13:29:00.000Z,Walmart,Retail,"Chicago, IL"
720c1a28-7d1f-40b9-b4b7-2438b3705b49,87b08a44-b1f8-4b41-8180-d84a05369205,55.29,USD,2026-06-01T13:36:00.000Z,Walgreens,Health,"Miami, FL"
8d11f888-7f26-4a0b-9d58-c3a7687c2b54,943890ea-c3f9-4e41-a50e-541f4d1212ad,20.35,USD,2026-06-01T13:39:00.000Z,Walgreens,Health,"Atlanta, GA"
24a21cca-61e5-4e72-b045-dc5d195d0911,88c21214-8b0f-474a-939a-05c02cb96aaa,13.18,USD,2026-06-01T13:41:00.000Z,Airbnb,Travel,"San Diego, CA"
dcc88695-474b-44a1-8e7d-dcc7df79a0ca,edadf139-f62c-4ba6-9ba4-eb021dac389c,23.43,USD,2026-06-01T13:41:00.000Z,Walgreens,Health,"San Diego, CA"
353c1bef-fbee-4592-8f44-a7f0817834de,b305a42e-7219-421d-a20c-d246bc318082,12.26,USD,2026-06-01T13:41:00.000Z,Starbucks,Dining,"Seattle, WA"
0419232d-369d-4abe-81a7-4ae58dd181d1,b305a42e-7219-421d-a20c-d246bc318082,20.62,USD,2026-06-01T13:48:00.000Z,Delta Airlines,Travel,"Seattle, WA"
69ff00ca-de1c-4620-8564-137ccc03798c,a197c160-e8c2-4fff-bd0a-152bedbf666f,44.99,USD,2026-06-01T13:49:00.000Z,Chipotle,Dining,"Seattle, WA"
